,Achieve [LocalsWarnedWhenRiskImminent],Avoid [FalseWarning],Achieve [DepthAcquiredEvery5SecondsByRadar],,,,Maintain [AcquiredRadarDepthAccurate],,,,Achieve [SpeedAcquiredEvery5SecondsByUltrasound],,,,Maintain [UltrasoundSpeedAccurate],,,,Achieve [LocalsWarnedByPhoneWhenLevelsCritical],,,,Achieve [LevelsCriticalDetectedWhenDataAcquired],Achieve [SpeedAcquiredEvery10SecondsByUltrasound],,,,Achieve [SpeedAcquiredEvery5SecondsByCamera],Achieve [ImagesAcquiredEvery5Seconds],Achieve [TracersIdentified],Achieve [SpeedAcquiredFromTracers],Maintain [CameraSpeedAccurate],Achieve [LocalsWarnedBySMSWhenLevelsCritical],,,,locals_warned_by_email,,,
timestamp,cps,cps,mean,lower,upper,cps,mean,lower,upper,cps,mean,lower,upper,cps,mean,lower,upper,cps,mean,lower,upper,cps,cps,mean,lower,upper,cps,cps,cps,cps,cps,cps,mean,lower,upper,cps,mean,lower,upper,cps
18:56:02.0645,0.8956,0.8518,0.8393,0.8506,0.8280,0.8956,0.6126,0.6312,0.5939,0.8545,0.3152,0.3252,0.3052,0.5835,0.4633,0.5067,0.4198,0.9307,0.0000,0.0000,0.0000,0.9945,1.0000,0.3769,0.3873,0.3665,1.0000,1.0000,1.0000,1.0000,1.0000,0.9968,0.0292,0.0380,0.0204,1.0000,0.0000,0.0000,0.0000,1.0000
18:56:03.0686,0.8956,0.8518,0.8393,0.8506,0.8280,0.8956,0.6126,0.6312,0.5939,0.8545,0.3152,0.3251,0.3052,0.5838,0.4633,0.5067,0.4198,0.9307,0.0000,0.0000,0.0000,0.9945,1.0000,0.3769,0.3873,0.3665,1.0000,1.0000,1.0000,1.0000,1.0000,0.9968,0.0292,0.0380,0.0204,1.0000,0.0000,0.0000,0.0000,1.0000
18:56:04.0678,0.8956,0.8520,0.8393,0.8506,0.8280,0.8956,0.6126,0.6312,0.5939,0.8547,0.3151,0.3251,0.3051,0.5838,0.4633,0.5067,0.4198,0.9307,0.0000,0.0000,0.0000,0.9945,1.0000,0.3768,0.3872,0.3664,1.0000,1.0000,1.0000,1.0000,1.0000,0.9968,0.0292,0.0380,0.0204,1.0000,0.0000,0.0000,0.0000,1.0000
18:56:05.0679,0.8956,0.8520,0.8393,0.8506,0.8280,0.8956,0.6126,0.6312,0.5939,0.8547,0.3150,0.3250,0.3051,0.5838,0.4633,0.5067,0.4198,0.9307,0.0000,0.0000,0.0000,0.9945,1.0000,0.3767,0.3871,0.3663,1.0000,1.0000,1.0000,1.0000,1.0000,0.9968,0.0292,0.0380,0.0204,1.0000,0.0000,0.0000,0.0000,1.0000
18:56:06.0682,0.8956,0.8520,0.8393,0.8506,0.8280,0.8956,0.6126,0.6312,0.5939,0.8547,0.3150,0.3249,0.3050,0.5838,0.4633,0.5067,0.4198,0.9307,0.0000,0.0000,0.0000,0.9945,1.0000,0.3767,0.3871,0.3663,1.0000,1.0000,1.0000,1.0000,1.0000,0.9968,0.0292,0.0380,0.0204,1.0000,0.0000,0.0000,0.0000,1.0000
18:56:07.0686,0.8956,0.8520,0.8393,0.8506,0.8280,0.8956,0.6126,0.6312,0.5939,0.8547,0.3149,0.3249,0.3050,0.5838,0.4633,0.5067,0.4198,0.9307,0.0000,0.0000,0.0000,0.9945,1.0000,0.3766,0.3870,0.3662,1.0000,1.0000,1.0000,1.0000,1.0000,0.9968,0.0292,0.0380,0.0204,1.0000,0.0000,0.0000,0.0000,1.0000
18:56:08.0687,0.8956,0.8520,0.8393,0.8506,0.8280,0.8956,0.6126,0.6312,0.5939,0.8547,0.3149,0.3248,0.3049,0.5838,0.4633,0.5067,0.4198,0.9307,0.0000,0.0000,0.0000,0.9945,1.0000,0.3765,0.3869,0.3661,1.0000,1.0000,1.0000,1.0000,1.0000,0.9968,0.0292,0.0379,0.0204,1.0000,0.0000,0.0000,0.0000,1.0000
18:56:09.0688,0.8956,0.8520,0.8393,0.8506,0.8280,0.8956,0.6126,0.6312,0.5939,0.8547,0.3148,0.3248,0.3049,0.5838,0.4633,0.5067,0.4198,0.9307,0.0000,0.0000,0.0000,0.9945,1.0000,0.3765,0.3869,0.3661,1.0000,1.0000,1.0000,1.0000,1.0000,0.9968,0.0291,0.0379,0.0204,1.0000,0.0000,0.0000,0.0000,1.0000
18:56:10.0682,0.8956,0.8520,0.8393,0.8506,0.8281,0.8956,0.6128,0.6314,0.5941,0.8547,0.3148,0.3247,0.3048,0.5833,0.4633,0.5067,0.4198,0.9307,0.0000,0.0000,0.0000,0.9945,1.0000,0.3764,0.3868,0.3660,1.0000,1.0000,1.0000,1.0000,1.0000,0.9968,0.0291,0.0379,0.0204,1.0000,0.0000,0.0000,0.0000,1.0000
18:56:11.0687,0.8956,0.8520,0.8393,0.8506,0.8281,0.8956,0.6128,0.6314,0.5941,0.8547,0.3147,0.3247,0.3048,0.5828,0.4633,0.5067,0.4198,0.9307,0.0000,0.0000,0.0000,0.9945,1.0000,0.3763,0.3867,0.3660,1.0000,1.0000,1.0000,1.0000,1.0000,0.9968,0.0291,0.0379,0.0204,1.0000,0.0000,0.0000,0.0000,1.0000
18:56:12.0693,0.8956,0.8520,0.8393,0.8506,0.8281,0.8956,0.6128,0.6314,0.5941,0.8547,0.3147,0.3246,0.3047,0.5824,0.4633,0.5067,0.4198,0.9307,0.0000,0.0000,0.0000,0.9945,1.0000,0.3763,0.3867,0.3659,1.0000,1.0000,1.0000,1.0000,1.0000,0.9968,0.0291,0.0378,0.0204,1.0000,0.0000,0.0000,0.0000,1.0000
18:56:13.0698,0.8956,0.8520,0.8393,0.8506,0.8281,0.8956,0.6128,0.6314,0.5941,0.8547,0.3146,0.3246,0.3047,0.5819,0.4633,0.5067,0.4198,0.9307,0.0000,0.0000,0.0000,0.9945,1.0000,0.3762,0.3866,0.3658,1.0000,1.0000,1.0000,1.0000,1.0000,0.9968,0.0291,0.0378,0.0204,1.0000,0.0000,0.0000,0.0000,1.0000
18:56:14.0697,0.8956,0.8520,0.8393,0.8506,0.8281,0.8956,0.6128,0.6314,0.5941,0.8547,0.3146,0.3245,0.3046,0.5803,0.4633,0.5067,0.4198,0.9307,0.0000,0.0000,0.0000,0.9945,1.0000,0.3762,0.3865,0.3658,1.0000,1.0000,1.0000,1.0000,1.0000,0.9968,0.0291,0.0378,0.0204,1.0000,0.0000,0.0000,0.0000,1.0000
18:56:15.0709,0.8956,0.8520,0.8393,0.8506,0.8281,0.8956,0.6124,0.6311,0.5938,0.8547,0.3145,0.3245,0.3046,0.5798,0.4633,0.5067,0.4198,0.9307,0.0000,0.0000,0.0000,0.9945,1.0000,0.3761,0.3865,0.3657,1.0000,1.0000,1.0000,1.0000,1.0000,0.9968,0.0291,0.0378,0.0204,1.0000,0.0000,0.0000,0.0000,1.0000
18:56:16.0713,0.8956,0.8520,0.8393,0.8506,0.8281,0.8956,0.6124,0.6311,0.5938,0.8547,0.3145,0.3244,0.3045,0.5793,0.4633,0.5067,0.4198,0.9307,0.0000,0.0000,0.0000,0.9945,1.0000,0.3760,0.3864,0.3656,1.0000,1.0000,1.0000,1.0000,1.0000,0.9968,0.0291,0.0378,0.0203,1.0000,0.0000,0.0000,0.0000,1.0000
18:56:17.0719,0.8956,0.8520,0.8393,0.8506,0.8281,0.8956,0.6127,0.6313,0.5940,0.8547,0.3144,0.3243,0.3045,0.5789,0.4633,0.5067,0.4198,0.9307,0.0000,0.0000,0.0000,0.9945,1.0000,0.3760,0.3863,0.3656,1.0000,1.0000,1.0000,1.0000,1.0000,0.9968,0.0291,0.0378,0.0203,1.0000,0.0000,0.0000,0.0000,1.0000
18:56:18.0717,0.8956,0.8520,0.8393,0.8506,0.8281,0.8956,0.6127,0.6313,0.5940,0.8547,0.3143,0.3243,0.3044,0.5784,0.4633,0.5067,0.4198,0.9307,0.0000,0.0000,0.0000,0.9945,1.0000,0.3759,0.3863,0.3655,1.0000,1.0000,1.0000,1.0000,1.0000,0.9968,0.0291,0.0378,0.0203,1.0000,0.0000,0.0000,0.0000,1.0000
18:56:19.0724,0.8956,0.8520,0.8393,0.8506,0.8281,0.8956,0.6127,0.6313,0.5940,0.8547,0.3143,0.3242,0.3043,0.5779,0.4633,0.5067,0.4198,0.9307,0.0000,0.0000,0.0000,0.9945,1.0000,0.3758,0.3862,0.3655,1.0000,1.0000,1.0000,1.0000,1.0000,0.9968,0.0290,0.0377,0.0203,1.0000,0.0000,0.0000,0.0000,1.0000
18:56:20.0720,0.8957,0.8520,0.8394,0.8507,0.8281,0.8957,0.6127,0.6313,0.5940,0.8547,0.3142,0.3242,0.3043,0.5774,0.4633,0.5067,0.4198,0.9307,0.0000,0.0000,0.0000,0.9945,1.0000,0.3758,0.3861,0.3654,1.0000,1.0000,1.0000,1.0000,1.0000,0.9968,0.0290,0.0377,0.0203,1.0000,0.0000,0.0000,0.0000,1.0000
18:56:21.0741,0.8957,0.8520,0.8394,0.8507,0.8281,0.8957,0.6127,0.6313,0.5940,0.8547,0.3142,0.3241,0.3042,0.5769,0.4633,0.5067,0.4198,0.9307,0.0000,0.0000,0.0000,0.9945,1.0000,0.3757,0.3861,0.3653,1.0000,1.0000,1.0000,1.0000,1.0000,0.9968,0.0290,0.0377,0.0203,1.0000,0.0000,0.0000,0.0000,1.0000
18:56:22.0769,0.8957,0.8520,0.8395,0.8507,0.8282,0.8957,0.6127,0.6313,0.5940,0.8547,0.3141,0.3241,0.3042,0.5764,0.4633,0.5067,0.4198,0.9307,0.0000,0.0000,0.0000,0.9945,1.0000,0.3756,0.3860,0.3653,1.0000,1.0000,1.0000,1.0000,1.0000,0.9968,0.0290,0.0377,0.0203,1.0000,0.0000,0.0000,0.0000,1.0000
18:56:23.0768,0.8957,0.8518,0.8395,0.8507,0.8282,0.8957,0.6127,0.6313,0.5940,0.8546,0.3141,0.3240,0.3041,0.5786,0.4633,0.5067,0.4198,0.9307,0.0000,0.0000,0.0000,0.9945,1.0000,0.3756,0.3859,0.3652,1.0000,1.0000,1.0000,1.0000,1.0000,0.9968,0.0290,0.0377,0.0203,1.0000,0.0000,0.0000,0.0000,1.0000
18:56:24.0770,0.8957,0.8519,0.8395,0.8507,0.8282,0.8957,0.6127,0.6313,0.5940,0.8547,0.3140,0.3240,0.3041,0.5790,0.4633,0.5067,0.4198,0.9307,0.0000,0.0000,0.0000,0.9945,1.0000,0.3755,0.3859,0.3651,1.0000,1.0000,1.0000,1.0000,1.0000,0.9968,0.0290,0.0377,0.0203,1.0000,0.0000,0.0000,0.0000,1.0000
18:56:25.0766,0.8957,0.8519,0.8395,0.8507,0.8282,0.8957,0.6127,0.6313,0.5940,0.8547,0.3140,0.3239,0.3040,0.5795,0.4633,0.5067,0.4198,0.9307,0.0000,0.0000,0.0000,0.9945,1.0000,0.3754,0.3858,0.3651,1.0000,1.0000,1.0000,1.0000,1.0000,0.9968,0.0290,0.0377,0.0203,1.0000,0.0000,0.0000,0.0000,1.0000
18:56:26.0768,0.8957,0.8519,0.8395,0.8507,0.8282,0.8957,0.6127,0.6313,0.5940,0.8547,0.3139,0.3238,0.3040,0.5800,0.4633,0.5067,0.4198,0.9307,0.0000,0.0000,0.0000,0.9945,1.0000,0.3754,0.3858,0.3650,1.0000,1.0000,1.0000,1.0000,1.0000,0.9968,0.0290,0.0377,0.0203,1.0000,0.0000,0.0000,0.0000,1.0000
18:56:27.0776,0.8957,0.8519,0.8395,0.8507,0.8282,0.8957,0.6127,0.6313,0.5940,0.8547,0.3139,0.3238,0.3039,0.5779,0.4633,0.5067,0.4198,0.9307,0.0000,0.0000,0.0000,0.9946,1.0000,0.3753,0.3857,0.3650,1.0000,1.0000,1.0000,1.0000,1.0000,0.9968,0.0290,0.0377,0.0203,1.0000,0.0000,0.0000,0.0000,1.0000
18:56:28.0771,0.8957,0.8519,0.8395,0.8507,0.8282,0.8957,0.6127,0.6313,0.5940,0.8547,0.3138,0.3237,0.3039,0.5789,0.4633,0.5067,0.4198,0.9308,0.0000,0.0000,0.0000,0.9946,1.0000,0.3753,0.3856,0.3649,1.0000,1.0000,1.0000,1.0000,1.0000,0.9968,0.0290,0.0377,0.0203,1.0000,0.0000,0.0000,0.0000,1.0000
18:56:29.0776,0.8957,0.8519,0.8395,0.8507,0.8282,0.8957,0.6127,0.6313,0.5940,0.8547,0.3138,0.3237,0.3038,0.5789,0.4633,0.5067,0.4198,0.9308,0.0000,0.0000,0.0000,0.9946,1.0000,0.3752,0.3856,0.3648,1.0000,1.0000,1.0000,1.0000,1.0000,0.9968,0.0290,0.0377,0.0203,1.0000,0.0000,0.0000,0.0000,1.0000
18:56:30.0803,0.8957,0.8519,0.8395,0.8507,0.8282,0.8957,0.6127,0.6313,0.5940,0.8547,0.3137,0.3236,0.3038,0.5789,0.4633,0.5067,0.4198,0.9308,0.0000,0.0000,0.0000,0.9946,1.0000,0.3751,0.3855,0.3648,1.0000,1.0000,1.0000,1.0000,1.0000,0.9968,0.0290,0.0377,0.0203,1.0000,0.0000,0.0000,0.0000,1.0000
18:56:31.0807,0.8957,0.8519,0.8392,0.8504,0.8279,0.8957,0.6127,0.6313,0.5940,0.8547,0.3136,0.3236,0.3037,0.5789,0.4633,0.5067,0.4198,0.9308,0.0000,0.0000,0.0000,0.9946,1.0000,0.3751,0.3854,0.3647,1.0000,1.0000,1.0000,1.0000,1.0000,0.9968,0.0290,0.0377,0.0203,1.0000,0.0000,0.0000,0.0000,1.0000
18:56:32.0837,0.8954,0.8520,0.8389,0.8501,0.8276,0.8954,0.6127,0.6313,0.5940,0.8547,0.3136,0.3235,0.3037,0.5779,0.4633,0.5067,0.4198,0.9308,0.0000,0.0000,0.0000,0.9946,1.0000,0.3750,0.3854,0.3646,1.0000,1.0000,1.0000,1.0000,1.0000,0.9968,0.0290,0.0377,0.0203,1.0000,0.0000,0.0000,0.0000,1.0000
18:56:33.0845,0.8951,0.8520,0.8386,0.8499,0.8273,0.8951,0.6127,0.6313,0.5940,0.8547,0.3135,0.3235,0.3036,0.5779,0.4633,0.5067,0.4198,0.9308,0.0000,0.0000,0.0000,0.9946,1.0000,0.3749,0.3853,0.3646,1.0000,1.0000,1.0000,1.0000,1.0000,0.9968,0.0290,0.0377,0.0203,1.0000,0.0000,0.0000,0.0000,1.0000
18:56:34.0850,0.8948,0.8521,0.8383,0.8496,0.8270,0.8948,0.6127,0.6313,0.5940,0.8548,0.3135,0.3234,0.3036,0.5775,0.4633,0.5067,0.4198,0.9308,0.0000,0.0000,0.0000,0.9946,1.0000,0.3749,0.3852,0.3645,1.0000,1.0000,1.0000,1.0000,1.0000,0.9968,0.0290,0.0377,0.0203,1.0000,0.0000,0.0000,0.0000,1.0000
18:56:35.0846,0.8945,0.8521,0.8380,0.8493,0.8267,0.8945,0.6127,0.6313,0.5940,0.8548,0.3134,0.3234,0.3035,0.5775,0.4633,0.5067,0.4198,0.9308,0.0000,0.0000,0.0000,0.9946,1.0000,0.3748,0.3852,0.3645,1.0000,1.0000,1.0000,1.0000,1.0000,0.9968,0.0290,0.0377,0.0203,1.0000,0.0000,0.0000,0.0000,1.0000
18:56:36.0880,0.8941,0.8521,0.8377,0.8490,0.8264,0.8941,0.6127,0.6313,0.5940,0.8548,0.3134,0.3233,0.3035,0.5775,0.4633,0.5067,0.4198,0.9308,0.0000,0.0000,0.0000,0.9946,1.0000,0.3747,0.3851,0.3644,1.0000,1.0000,1.0000,1.0000,1.0000,0.9968,0.0290,0.0377,0.0203,1.0000,0.0000,0.0000,0.0000,1.0000
18:56:37.0887,0.8944,0.8521,0.8374,0.8487,0.8261,0.8944,0.6127,0.6313,0.5940,0.8548,0.3133,0.3232,0.3034,0.5775,0.4633,0.5067,0.4198,0.9308,0.0000,0.0000,0.0000,0.9946,1.0000,0.3747,0.3850,0.3643,1.0000,1.0000,1.0000,1.0000,1.0000,0.9968,0.0290,0.0377,0.0203,1.0000,0.0000,0.0000,0.0000,1.0000
18:56:38.0905,0.8944,0.8521,0.8377,0.8490,0.8264,0.8944,0.6127,0.6313,0.5940,0.8548,0.3133,0.3232,0.3034,0.5775,0.4633,0.5067,0.4198,0.9308,0.0000,0.0000,0.0000,0.9946,1.0000,0.3746,0.3850,0.3643,1.0000,1.0000,1.0000,1.0000,1.0000,0.9968,0.0290,0.0377,0.0203,1.0000,0.0000,0.0000,0.0000,1.0000
18:56:39.0935,0.8944,0.8521,0.8377,0.8490,0.8264,0.8944,0.6127,0.6313,0.5940,0.8549,0.3132,0.3231,0.3033,0.5775,0.4633,0.5067,0.4198,0.9308,0.0000,0.0000,0.0000,0.9946,1.0000,0.3746,0.3849,0.3642,1.0000,1.0000,1.0000,1.0000,1.0000,0.9968,0.0290,0.0377,0.0203,1.0000,0.0000,0.0000,0.0000,1.0000
18:56:40.0964,0.8944,0.8521,0.8377,0.8490,0.8264,0.8944,0.6127,0.6313,0.5940,0.8549,0.3132,0.3231,0.3033,0.5775,0.4633,0.5067,0.4198,0.9308,0.0000,0.0000,0.0000,0.9946,1.0000,0.3745,0.3848,0.3641,1.0000,1.0000,1.0000,1.0000,1.0000,0.9968,0.0290,0.0377,0.0203,1.0000,0.0000,0.0000,0.0000,1.0000
18:56:41.0964,0.8944,0.8522,0.8377,0.8490,0.8264,0.8944,0.6127,0.6313,0.5940,0.8549,0.3131,0.3230,0.3032,0.5793,0.4633,0.5067,0.4198,0.9308,0.0000,0.0000,0.0000,0.9946,1.0000,0.3744,0.3848,0.3641,1.0000,1.0000,1.0000,1.0000,1.0000,0.9968,0.0290,0.0377,0.0203,1.0000,0.0000,0.0000,0.0000,1.0000
18:56:42.0971,0.8944,0.8523,0.8377,0.8490,0.8264,0.8944,0.6123,0.6310,0.5937,0.8550,0.3131,0.3230,0.3032,0.5793,0.4633,0.5067,0.4198,0.9309,0.0000,0.0000,0.0000,0.9946,1.0000,0.3744,0.3847,0.3640,1.0000,1.0000,1.0000,1.0000,1.0000,0.9968,0.0290,0.0377,0.0203,1.0000,0.0000,0.0000,0.0000,1.0000
18:56:43.0990,0.8944,0.8523,0.8377,0.8490,0.8264,0.8944,0.6123,0.6310,0.5937,0.8550,0.3130,0.3229,0.3031,0.5782,0.4633,0.5067,0.4198,0.9309,0.0000,0.0000,0.0000,0.9946,1.0000,0.3743,0.3846,0.3640,1.0000,1.0000,1.0000,1.0000,1.0000,0.9968,0.0290,0.0377,0.0203,1.0000,0.0000,0.0000,0.0000,1.0000
18:56:44.0980,0.8945,0.8523,0.8377,0.8490,0.8264,0.8945,0.6123,0.6310,0.5937,0.8550,0.3130,0.3229,0.3030,0.5782,0.4633,0.5067,0.4198,0.9309,0.0000,0.0000,0.0000,0.9946,1.0000,0.3742,0.3846,0.3639,1.0000,1.0000,1.0000,1.0000,1.0000,0.9968,0.0290,0.0377,0.0203,1.0000,0.0000,0.0000,0.0000,1.0000
18:56:45.0986,0.8945,0.8523,0.8379,0.8492,0.8266,0.8945,0.6123,0.6310,0.5937,0.8550,0.3129,0.3228,0.3030,0.5782,0.4633,0.5067,0.4198,0.9309,0.0000,0.0000,0.0000,0.9946,1.0000,0.3742,0.3845,0.3638,1.0000,1.0000,1.0000,1.0000,1.0000,0.9968,0.0290,0.0377,0.0203,1.0000,0.0000,0.0000,0.0000,1.0000
18:56:46.0985,0.8945,0.8523,0.8379,0.8492,0.8266,0.8945,0.6123,0.6310,0.5937,0.8550,0.3129,0.3228,0.3029,0.5782,0.4633,0.5067,0.4198,0.9309,0.0000,0.0000,0.0000,0.9946,1.0000,0.3741,0.3845,0.3638,1.0000,1.0000,1.0000,1.0000,1.0000,0.9968,0.0290,0.0377,0.0203,1.0000,0.0000,0.0000,0.0000,1.0000
18:56:47.1000,0.8945,0.8523,0.8379,0.8492,0.8266,0.8945,0.6123,0.6310,0.5937,0.8550,0.3128,0.3227,0.3029,0.5793,0.4633,0.5067,0.4198,0.9309,0.0000,0.0000,0.0000,0.9946,1.0000,0.3740,0.3844,0.3637,1.0000,1.0000,1.0000,1.0000,1.0000,0.9968,0.0290,0.0377,0.0203,1.0000,0.0000,0.0000,0.0000,1.0000
18:56:48.1008,0.8945,0.8523,0.8379,0.8492,0.8266,0.8945,0.6123,0.6310,0.5937,0.8550,0.3127,0.3226,0.3028,0.5793,0.4633,0.5067,0.4198,0.9309,0.0000,0.0000,0.0000,0.9946,1.0000,0.3740,0.3843,0.3636,1.0000,1.0000,1.0000,1.0000,1.0000,0.9968,0.0290,0.0377,0.0203,1.0000,0.0000,0.0000,0.0000,1.0000
18:56:49.1037,0.8945,0.8523,0.8379,0.8492,0.8266,0.8945,0.6123,0.6310,0.5937,0.8550,0.3127,0.3226,0.3028,0.5793,0.4633,0.5067,0.4198,0.9310,0.0000,0.0000,0.0000,0.9946,1.0000,0.3739,0.3843,0.3636,1.0000,1.0000,1.0000,1.0000,1.0000,0.9968,0.0290,0.0377,0.0203,1.0000,0.0000,0.0000,0.0000,1.0000
18:56:50.1038,0.8945,0.8523,0.8379,0.8492,0.8266,0.8945,0.6123,0.6310,0.5937,0.8550,0.3126,0.3225,0.3027,0.5775,0.4633,0.5067,0.4198,0.9310,0.0000,0.0000,0.0000,0.9946,1.0000,0.3739,0.3842,0.3635,1.0000,1.0000,1.0000,1.0000,1.0000,0.9968,0.0289,0.0376,0.0203,1.0000,0.0000,0.0000,0.0000,1.0000
18:56:51.1038,0.8945,0.8523,0.8379,0.8492,0.8266,0.8945,0.6123,0.6310,0.5937,0.8550,0.3126,0.3225,0.3027,0.5775,0.4633,0.5067,0.4198,0.9310,0.0000,0.0000,0.0000,0.9946,1.0000,0.3738,0.3841,0.3635,1.0000,1.0000,1.0000,1.0000,1.0000,0.9968,0.0289,0.0376,0.0203,1.0000,0.0000,0.0000,0.0000,1.0000
18:56:52.1040,0.8945,0.8523,0.8379,0.8492,0.8266,0.8945,0.6123,0.6310,0.5937,0.8550,0.3125,0.3224,0.3026,0.5782,0.4633,0.5067,0.4198,0.9310,0.0000,0.0000,0.0000,0.9946,1.0000,0.3737,0.3841,0.3634,1.0000,1.0000,1.0000,1.0000,1.0000,0.9968,0.0289,0.0376,0.0203,1.0000,0.0000,0.0000,0.0000,1.0000
18:56:53.1065,0.8945,0.8524,0.8379,0.8492,0.8266,0.8945,0.6127,0.6314,0.5941,0.8551,0.3125,0.3224,0.3026,0.5782,0.4633,0.5067,0.4198,0.9310,0.0000,0.0000,0.0000,0.9946,1.0000,0.3737,0.3840,0.3633,1.0000,1.0000,1.0000,1.0000,1.0000,0.9968,0.0289,0.0376,0.0203,1.0000,0.0000,0.0000,0.0000,1.0000
18:56:54.1073,0.8945,0.8524,0.8379,0.8492,0.8266,0.8945,0.6127,0.6314,0.5941,0.8551,0.3124,0.3223,0.3025,0.5782,0.4633,0.5067,0.4198,0.9310,0.0000,0.0000,0.0000,0.9946,1.0000,0.3736,0.3839,0.3633,1.0000,1.0000,1.0000,1.0000,1.0000,0.9968,0.0289,0.0376,0.0202,1.0000,0.0000,0.0000,0.0000,1.0000
18:56:55.1072,0.8945,0.8524,0.8379,0.8492,0.8266,0.8945,0.6127,0.6314,0.5941,0.8551,0.3124,0.3223,0.3025,0.5782,0.4633,0.5067,0.4198,0.9310,0.0000,0.0000,0.0000,0.9946,1.0000,0.3735,0.3839,0.3632,1.0000,1.0000,1.0000,1.0000,1.0000,0.9968,0.0289,0.0376,0.0202,1.0000,0.0000,0.0000,0.0000,1.0000
18:56:56.1074,0.8945,0.8524,0.8379,0.8492,0.8266,0.8945,0.6127,0.6314,0.5941,0.8551,0.3123,0.3222,0.3024,0.5782,0.4633,0.5067,0.4198,0.9310,0.0000,0.0000,0.0000,0.9946,1.0000,0.3735,0.3838,0.3631,1.0000,1.0000,1.0000,1.0000,1.0000,0.9968,0.0289,0.0376,0.0202,1.0000,0.0000,0.0000,0.0000,1.0000
18:56:57.1079,0.8945,0.8524,0.8379,0.8492,0.8266,0.8945,0.6127,0.6314,0.5941,0.8551,0.3123,0.3222,0.3024,0.5772,0.4633,0.5067,0.4198,0.9310,0.0000,0.0000,0.0000,0.9946,1.0000,0.3734,0.3837,0.3631,1.0000,1.0000,1.0000,1.0000,1.0000,0.9968,0.0289,0.0375,0.0202,1.0000,0.0000,0.0000,0.0000,1.0000
18:56:58.1126,0.8945,0.8525,0.8379,0.8492,0.8266,0.8945,0.6124,0.6311,0.5938,0.8552,0.3122,0.3221,0.3023,0.5772,0.4633,0.5067,0.4198,0.9311,0.0000,0.0000,0.0000,0.9946,1.0000,0.3733,0.3837,0.3630,1.0000,1.0000,1.0000,1.0000,1.0000,0.9968,0.0288,0.0375,0.0202,1.0000,0.0000,0.0000,0.0000,1.0000
18:56:59.1113,0.8945,0.8525,0.8379,0.8492,0.8266,0.8945,0.6126,0.6313,0.5940,0.8552,0.3122,0.3221,0.3023,0.5772,0.4633,0.5067,0.4198,0.9311,0.0000,0.0000,0.0000,0.9946,1.0000,0.3733,0.3836,0.3630,1.0000,1.0000,1.0000,1.0000,1.0000,0.9968,0.0288,0.0375,0.0202,1.0000,0.0000,0.0000,0.0000,1.0000
18:57:00.1124,0.8945,0.8525,0.8379,0.8492,0.8266,0.8945,0.6126,0.6313,0.5940,0.8552,0.3121,0.3220,0.3022,0.5772,0.4633,0.5067,0.4198,0.9311,0.0000,0.0000,0.0000,0.9946,1.0000,0.3732,0.3835,0.3629,1.0000,1.0000,1.0000,1.0000,1.0000,0.9968,0.0288,0.0374,0.0202,1.0000,0.0000,0.0000,0.0000,1.0000
18:57:01.1125,0.8945,0.8526,0.8379,0.8492,0.8266,0.8945,0.6126,0.6313,0.5940,0.8553,0.3121,0.3219,0.3022,0.5772,0.4633,0.5067,0.4198,0.9311,0.0000,0.0000,0.0000,0.9946,1.0000,0.3732,0.3835,0.3628,1.0000,1.0000,1.0000,1.0000,1.0000,0.9968,0.0288,0.0374,0.0202,1.0000,0.0000,0.0000,0.0000,1.0000
18:57:02.1131,0.8945,0.8526,0.8379,0.8492,0.8266,0.8945,0.6126,0.6313,0.5940,0.8553,0.3120,0.3219,0.3021,0.5772,0.4633,0.5067,0.4198,0.9311,0.0000,0.0000,0.0000,0.9946,1.0000,0.3731,0.3834,0.3628,1.0000,1.0000,1.0000,1.0000,1.0000,0.9968,0.0288,0.0374,0.0202,1.0000,0.0000,0.0000,0.0000,1.0000
18:57:03.1138,0.8945,0.8526,0.8379,0.8492,0.8266,0.8945,0.6126,0.6313,0.5940,0.8553,0.3119,0.3218,0.3021,0.5772,0.4633,0.5067,0.4198,0.9311,0.0000,0.0000,0.0000,0.9946,1.0000,0.3730,0.3834,0.3627,1.0000,1.0000,1.0000,1.0000,1.0000,0.9968,0.0288,0.0374,0.0202,1.0000,0.0000,0.0000,0.0000,1.0000
18:57:04.1137,0.8946,0.8527,0.8380,0.8493,0.8268,0.8946,0.6126,0.6313,0.5940,0.8554,0.3119,0.3218,0.3020,0.5772,0.4633,0.5067,0.4198,0.9311,0.0000,0.0000,0.0000,0.9946,1.0000,0.3730,0.3833,0.3626,1.0000,1.0000,1.0000,1.0000,1.0000,0.9968,0.0288,0.0374,0.0202,1.0000,0.0000,0.0000,0.0000,1.0000
18:57:05.1151,0.8946,0.8527,0.8380,0.8493,0.8268,0.8946,0.6126,0.6313,0.5940,0.8554,0.3118,0.3217,0.3020,0.5772,0.4633,0.5067,0.4198,0.9311,0.0000,0.0000,0.0000,0.9946,1.0000,0.3729,0.3832,0.3626,1.0000,1.0000,1.0000,1.0000,1.0000,0.9968,0.0288,0.0374,0.0201,1.0000,0.0000,0.0000,0.0000,1.0000
