,Achieve [LocalsWarnedWhenRiskImminent],Avoid [FalseWarning],Achieve [DepthAcquiredEvery5SecondsByRadar],,,,Maintain [AcquiredRadarDepthAccurate],,,,Achieve [SpeedAcquiredEvery5SecondsByUltrasound],,,,Maintain [UltrasoundSpeedAccurate],,,,Achieve [LocalsWarnedByPhoneWhenLevelsCritical],,,,Achieve [LevelsCriticalDetectedWhenDataAcquired],Achieve [SpeedAcquiredEvery10SecondsByUltrasound],,,,Achieve [SpeedAcquiredEvery5SecondsByCamera],Achieve [ImagesAcquiredEvery5Seconds],Achieve [TracersIdentified],Achieve [SpeedAcquiredFromTracers],Maintain [CameraSpeedAccurate],Achieve [LocalsWarnedBySMSWhenLevelsCritical],,,,locals_warned_by_email,,,
timestamp,cps,cps,mean,lower,upper,cps,mean,lower,upper,cps,mean,lower,upper,cps,mean,lower,upper,cps,mean,lower,upper,cps,cps,mean,lower,upper,cps,cps,cps,cps,cps,cps,mean,lower,upper,cps,mean,lower,upper,cps
17:21:31.0376,0.8004,0.8220,0.8447,0.8637,0.8256,0.9044,0.6433,0.6754,0.6113,0.8858,0.8861,0.9013,0.8709,0.9055,0.4502,0.5039,0.3965,0.9280,0.0000,0.0000,0.0000,0.9773,1.0000,0.9923,0.9965,0.9882,1.0000,1.0000,1.0000,1.0000,1.0000,0.9956,0.1038,0.1408,0.0668,1.0000,0.0000,0.0000,0.0000,1.0000
17:21:32.0403,0.8004,0.8220,0.8447,0.8637,0.8256,0.9044,0.6433,0.6754,0.6113,0.8858,0.8861,0.9013,0.8709,0.9055,0.4502,0.5039,0.3965,0.9280,0.0000,0.0000,0.0000,0.9773,1.0000,0.9923,0.9965,0.9882,1.0000,1.0000,1.0000,1.0000,1.0000,0.9956,0.1038,0.1408,0.0668,1.0000,0.0000,0.0000,0.0000,1.0000
17:21:33.0405,0.8004,0.8220,0.8447,0.8637,0.8256,0.9044,0.6433,0.6754,0.6113,0.8858,0.8861,0.9013,0.8709,0.9055,0.4502,0.5039,0.3965,0.9280,0.0000,0.0000,0.0000,0.9773,1.0000,0.9923,0.9965,0.9882,1.0000,1.0000,1.0000,1.0000,1.0000,0.9956,0.1038,0.1408,0.0668,1.0000,0.0000,0.0000,0.0000,1.0000
17:21:34.0431,0.8005,0.8220,0.8450,0.8640,0.8259,0.9046,0.6433,0.6754,0.6113,0.8858,0.8861,0.9013,0.8709,0.9057,0.4483,0.5018,0.3947,0.9280,0.0000,0.0000,0.0000,0.9773,1.0000,0.9923,0.9965,0.9882,1.0000,1.0000,1.0000,1.0000,1.0000,0.9956,0.1038,0.1408,0.0668,1.0000,0.0000,0.0000,0.0000,1.0000
17:21:35.0429,0.8009,0.8220,0.8450,0.8640,0.8259,0.9046,0.6433,0.6754,0.6113,0.8858,0.8863,0.9015,0.8712,0.9059,0.4483,0.5018,0.3947,0.9280,0.0000,0.0000,0.0000,0.9773,1.0000,0.9924,0.9965,0.9882,1.0000,1.0000,1.0000,1.0000,1.0000,0.9956,0.1038,0.1408,0.0668,1.0000,0.0000,0.0000,0.0000,1.0000
17:21:36.0459,0.8009,0.8220,0.8450,0.8640,0.8259,0.9046,0.6433,0.6754,0.6113,0.8859,0.8863,0.9015,0.8712,0.9059,0.4483,0.5018,0.3947,0.9280,0.0000,0.0000,0.0000,0.9773,1.0000,0.9924,0.9965,0.9882,1.0000,1.0000,1.0000,1.0000,1.0000,0.9956,0.1038,0.1408,0.0668,1.0000,0.0000,0.0000,0.0000,1.0000
17:21:37.0501,0.8009,0.8221,0.8450,0.8640,0.8259,0.9046,0.6433,0.6754,0.6113,0.8859,0.8863,0.9015,0.8712,0.9059,0.4483,0.5018,0.3947,0.9281,0.0000,0.0000,0.0000,0.9773,1.0000,0.9924,0.9965,0.9882,1.0000,1.0000,1.0000,1.0000,1.0000,0.9956,0.1038,0.1408,0.0668,1.0000,0.0000,0.0000,0.0000,1.0000
17:21:38.0509,0.8005,0.8221,0.8450,0.8640,0.8259,0.9046,0.6433,0.6754,0.6113,0.8859,0.8863,0.9015,0.8712,0.9055,0.4483,0.5018,0.3947,0.9281,0.0000,0.0000,0.0000,0.9773,1.0000,0.9924,0.9965,0.9882,1.0000,1.0000,1.0000,1.0000,1.0000,0.9956,0.1038,0.1408,0.0668,1.0000,0.0000,0.0000,0.0000,1.0000
17:21:39.0508,0.8005,0.8221,0.8450,0.8640,0.8259,0.9046,0.6433,0.6754,0.6113,0.8859,0.8863,0.9015,0.8712,0.9055,0.4483,0.5018,0.3947,0.9281,0.0000,0.0000,0.0000,0.9773,1.0000,0.9924,0.9965,0.9882,1.0000,1.0000,1.0000,1.0000,1.0000,0.9956,0.1038,0.1408,0.0668,1.0000,0.0000,0.0000,0.0000,1.0000
17:21:40.0543,0.8010,0.8221,0.8458,0.8647,0.8268,0.9051,0.6433,0.6754,0.6113,0.8859,0.8863,0.9015,0.8712,0.9055,0.4483,0.5018,0.3947,0.9281,0.0000,0.0000,0.0000,0.9773,1.0000,0.9924,0.9965,0.9882,1.0000,1.0000,1.0000,1.0000,1.0000,0.9956,0.1038,0.1408,0.0668,1.0000,0.0000,0.0000,0.0000,1.0000
17:21:41.0538,0.8010,0.8223,0.8458,0.8647,0.8268,0.9051,0.6433,0.6754,0.6113,0.8859,0.8863,0.9015,0.8712,0.9055,0.4506,0.5041,0.3972,0.9283,0.0000,0.0000,0.0000,0.9773,1.0000,0.9924,0.9965,0.9882,1.0000,1.0000,1.0000,1.0000,1.0000,0.9956,0.1038,0.1408,0.0668,1.0000,0.0000,0.0000,0.0000,1.0000
17:21:42.0565,0.8010,0.8223,0.8458,0.8647,0.8268,0.9051,0.6433,0.6754,0.6113,0.8859,0.8863,0.9015,0.8712,0.9055,0.4506,0.5041,0.3972,0.9283,0.0000,0.0000,0.0000,0.9773,1.0000,0.9924,0.9965,0.9882,1.0000,1.0000,1.0000,1.0000,1.0000,0.9956,0.1038,0.1408,0.0668,1.0000,0.0000,0.0000,0.0000,1.0000
17:21:43.0565,0.8010,0.8225,0.8458,0.8647,0.8268,0.9051,0.6423,0.6743,0.6102,0.8860,0.8863,0.9015,0.8712,0.9055,0.4506,0.5041,0.3972,0.9283,0.0000,0.0000,0.0000,0.9773,1.0000,0.9924,0.9965,0.9882,1.0000,1.0000,1.0000,1.0000,1.0000,0.9956,0.1038,0.1408,0.0668,1.0000,0.0000,0.0000,0.0000,1.0000
17:21:44.0567,0.8010,0.8225,0.8458,0.8647,0.8268,0.9051,0.6412,0.6733,0.6091,0.8860,0.8863,0.9015,0.8712,0.9055,0.4506,0.5041,0.3972,0.9283,0.0000,0.0000,0.0000,0.9773,1.0000,0.9924,0.9965,0.9882,1.0000,1.0000,1.0000,1.0000,1.0000,0.9956,0.1038,0.1408,0.0668,1.0000,0.0000,0.0000,0.0000,1.0000
17:21:45.0569,0.8010,0.8225,0.8458,0.8647,0.8268,0.9051,0.6401,0.6722,0.6081,0.8860,0.8863,0.9015,0.8712,0.9055,0.4506,0.5041,0.3972,0.9283,0.0000,0.0000,0.0000,0.9773,1.0000,0.9924,0.9965,0.9882,1.0000,1.0000,1.0000,1.0000,1.0000,0.9956,0.1033,0.1401,0.0665,1.0000,0.0000,0.0000,0.0000,1.0000
17:21:46.0595,0.8005,0.8226,0.8458,0.8647,0.8268,0.9051,0.6401,0.6722,0.6081,0.8861,0.8863,0.9015,0.8712,0.9050,0.4506,0.5041,0.3972,0.9283,0.0000,0.0000,0.0000,0.9773,1.0000,0.9924,0.9965,0.9882,1.0000,1.0000,1.0000,1.0000,1.0000,0.9956,0.1033,0.1401,0.0665,1.0000,0.0000,0.0000,0.0000,1.0000
17:21:47.0593,0.8005,0.8226,0.8458,0.8647,0.8268,0.9051,0.6401,0.6722,0.6081,0.8861,0.8863,0.9015,0.8712,0.9050,0.4506,0.5041,0.3972,0.9283,0.0000,0.0000,0.0000,0.9773,1.0000,0.9924,0.9965,0.9882,1.0000,1.0000,1.0000,1.0000,1.0000,0.9956,0.1033,0.1401,0.0665,1.0000,0.0000,0.0000,0.0000,1.0000
17:21:48.0597,0.8005,0.8227,0.8449,0.8639,0.8259,0.9051,0.6401,0.6722,0.6081,0.8862,0.8863,0.9015,0.8712,0.9050,0.4530,0.5064,0.3996,0.9283,0.0000,0.0000,0.0000,0.9773,1.0000,0.9924,0.9965,0.9882,1.0000,1.0000,1.0000,1.0000,1.0000,0.9956,0.1033,0.1401,0.0665,1.0000,0.0000,0.0000,0.0000,1.0000
17:21:49.0614,0.7997,0.8227,0.8440,0.8630,0.8250,0.9042,0.6401,0.6722,0.6081,0.8863,0.8863,0.9015,0.8712,0.9050,0.4530,0.5064,0.3996,0.9283,0.0000,0.0000,0.0000,0.9773,1.0000,0.9924,0.9965,0.9882,1.0000,1.0000,1.0000,1.0000,1.0000,0.9956,0.1033,0.1401,0.0665,1.0000,0.0000,0.0000,0.0000,1.0000
17:21:50.0618,0.7989,0.8227,0.8432,0.8622,0.8241,0.9033,0.6401,0.6722,0.6081,0.8863,0.8863,0.9015,0.8712,0.9050,0.4530,0.5064,0.3996,0.9283,0.0000,0.0000,0.0000,0.9773,1.0000,0.9924,0.9965,0.9882,1.0000,1.0000,1.0000,1.0000,1.0000,0.9956,0.1033,0.1401,0.0665,1.0000,0.0000,0.0000,0.0000,1.0000
17:21:51.0618,0.7978,0.8227,0.8423,0.8614,0.8233,0.9023,0.6401,0.6722,0.6081,0.8863,0.8863,0.9015,0.8712,0.9048,0.4530,0.5064,0.3996,0.9283,0.0000,0.0000,0.0000,0.9773,1.0000,0.9924,0.9965,0.9882,1.0000,1.0000,1.0000,1.0000,1.0000,0.9956,0.1033,0.1401,0.0665,1.0000,0.0000,0.0000,0.0000,1.0000
17:21:52.0618,0.7970,0.8228,0.8415,0.8606,0.8224,0.9014,0.6401,0.6722,0.6081,0.8864,0.8863,0.9015,0.8712,0.9048,0.4530,0.5064,0.3996,0.9283,0.0000,0.0000,0.0000,0.9773,1.0000,0.9924,0.9965,0.9882,1.0000,1.0000,1.0000,1.0000,1.0000,0.9956,0.1033,0.1401,0.0665,1.0000,0.0000,0.0000,0.0000,1.0000
17:21:53.0625,0.7976,0.8228,0.8423,0.8613,0.8233,0.9020,0.6401,0.6722,0.6081,0.8864,0.8863,0.9015,0.8712,0.9048,0.4530,0.5064,0.3996,0.9283,0.0000,0.0000,0.0000,0.9773,1.0000,0.9924,0.9965,0.9882,1.0000,1.0000,1.0000,1.0000,1.0000,0.9956,0.1033,0.1401,0.0665,1.0000,0.0000,0.0000,0.0000,1.0000
17:21:54.0652,0.7976,0.8228,0.8423,0.8613,0.8233,0.9020,0.6401,0.6722,0.6081,0.8864,0.8863,0.9015,0.8712,0.9048,0.4511,0.5043,0.3978,0.9284,0.0000,0.0000,0.0000,0.9773,1.0000,0.9924,0.9965,0.9882,1.0000,1.0000,1.0000,1.0000,1.0000,0.9956,0.1033,0.1401,0.0665,1.0000,0.0000,0.0000,0.0000,1.0000
17:21:55.0657,0.7976,0.8229,0.8423,0.8613,0.8233,0.9020,0.6401,0.6722,0.6081,0.8864,0.8863,0.9015,0.8712,0.9048,0.4511,0.5043,0.3978,0.9284,0.0000,0.0000,0.0000,0.9773,1.0000,0.9924,0.9965,0.9882,1.0000,1.0000,1.0000,1.0000,1.0000,0.9956,0.1033,0.1401,0.0665,1.0000,0.0000,0.0000,0.0000,1.0000
17:21:56.0666,0.7976,0.8229,0.8423,0.8613,0.8233,0.9020,0.6401,0.6722,0.6081,0.8864,0.8863,0.9015,0.8712,0.9054,0.4511,0.5043,0.3978,0.9284,0.0000,0.0000,0.0000,0.9773,1.0000,0.9924,0.9965,0.9882,1.0000,1.0000,1.0000,1.0000,1.0000,0.9956,0.1033,0.1401,0.0665,1.0000,0.0000,0.0000,0.0000,1.0000
17:21:57.0671,0.7978,0.8229,0.8423,0.8613,0.8233,0.9020,0.6401,0.6722,0.6081,0.8864,0.8868,0.9019,0.8717,0.9050,0.4511,0.5043,0.3978,0.9284,0.0000,0.0000,0.0000,0.9773,1.0000,0.9924,0.9965,0.9883,1.0000,1.0000,1.0000,1.0000,1.0000,0.9956,0.1033,0.1401,0.0665,1.0000,0.0000,0.0000,0.0000,1.0000
17:21:58.0706,0.7978,0.8229,0.8423,0.8613,0.8233,0.9020,0.6401,0.6722,0.6081,0.8864,0.8868,0.9019,0.8717,0.9050,0.4511,0.5043,0.3978,0.9284,0.0000,0.0000,0.0000,0.9773,1.0000,0.9924,0.9965,0.9883,1.0000,1.0000,1.0000,1.0000,1.0000,0.9956,0.1033,0.1401,0.0665,1.0000,0.0000,0.0000,0.0000,1.0000
17:21:59.0740,0.7978,0.8229,0.8423,0.8613,0.8233,0.9020,0.6391,0.6711,0.6070,0.8864,0.8868,0.9019,0.8717,0.9050,0.4511,0.5043,0.3978,0.9284,0.0000,0.0000,0.0000,0.9773,1.0000,0.9924,0.9965,0.9883,1.0000,1.0000,1.0000,1.0000,1.0000,0.9956,0.1033,0.1401,0.0665,1.0000,0.0000,0.0000,0.0000,1.0000
17:22:00.0765,0.7978,0.8222,0.8423,0.8613,0.8233,0.9020,0.6380,0.6701,0.6060,0.8856,0.8868,0.9019,0.8717,0.9050,0.4492,0.5023,0.3961,0.9287,0.0000,0.0000,0.0000,0.9773,1.0000,0.9924,0.9965,0.9883,1.0000,1.0000,1.0000,1.0000,1.0000,0.9956,0.1033,0.1401,0.0665,1.0000,0.0000,0.0000,0.0000,1.0000
17:22:01.0765,0.7978,0.8227,0.8423,0.8613,0.8233,0.9020,0.6370,0.6690,0.6049,0.8858,0.8868,0.9019,0.8717,0.9051,0.4492,0.5023,0.3961,0.9287,0.0000,0.0000,0.0000,0.9773,1.0000,0.9924,0.9965,0.9883,1.0000,1.0000,1.0000,1.0000,1.0000,0.9956,0.1033,0.1401,0.0665,1.0000,0.0000,0.0000,0.0000,1.0000
17:22:02.0776,0.7984,0.8227,0.8427,0.8617,0.8238,0.9023,0.6370,0.6690,0.6049,0.8858,0.8871,0.9022,0.8720,0.9054,0.4492,0.5023,0.3961,0.9287,0.0000,0.0000,0.0000,0.9773,1.0000,0.9924,0.9965,0.9883,1.0000,1.0000,1.0000,1.0000,1.0000,0.9956,0.1027,0.1393,0.0661,1.0000,0.0000,0.0000,0.0000,1.0000
17:22:03.0777,0.7984,0.8227,0.8427,0.8617,0.8238,0.9023,0.6376,0.6696,0.6056,0.8859,0.8871,0.9022,0.8720,0.9054,0.4492,0.5023,0.3961,0.9287,0.0000,0.0000,0.0000,0.9773,1.0000,0.9924,0.9965,0.9883,1.0000,1.0000,1.0000,1.0000,1.0000,0.9956,0.1027,0.1393,0.0661,1.0000,0.0000,0.0000,0.0000,1.0000
17:22:04.0778,0.7996,0.8227,0.8427,0.8617,0.8238,0.9023,0.6376,0.6696,0.6056,0.8859,0.8872,0.9023,0.8722,0.9068,0.4492,0.5023,0.3961,0.9287,0.0000,0.0000,0.0000,0.9773,1.0000,0.9924,0.9965,0.9883,1.0000,1.0000,1.0000,1.0000,1.0000,0.9956,0.1027,0.1393,0.0661,1.0000,0.0000,0.0000,0.0000,1.0000
17:22:05.0790,0.8007,0.8228,0.8427,0.8617,0.8238,0.9023,0.6382,0.6701,0.6062,0.8859,0.8872,0.9023,0.8722,0.9080,0.4492,0.5023,0.3961,0.9287,0.0000,0.0000,0.0000,0.9773,1.0000,0.9924,0.9965,0.9883,1.0000,1.0000,1.0000,1.0000,1.0000,0.9956,0.1027,0.1393,0.0661,1.0000,0.0000,0.0000,0.0000,1.0000
17:22:06.0792,0.8000,0.8228,0.8427,0.8617,0.8238,0.9023,0.6382,0.6701,0.6062,0.8859,0.8872,0.9023,0.8722,0.9072,0.4492,0.5023,0.3961,0.9287,0.0000,0.0000,0.0000,0.9773,1.0000,0.9924,0.9965,0.9883,1.0000,1.0000,1.0000,1.0000,1.0000,0.9956,0.1027,0.1393,0.0661,1.0000,0.0000,0.0000,0.0000,1.0000
17:22:07.0793,0.8000,0.8228,0.8427,0.8617,0.8238,0.9023,0.6382,0.6701,0.6062,0.8859,0.8872,0.9023,0.8722,0.9072,0.4492,0.5023,0.3961,0.9287,0.0000,0.0000,0.0000,0.9773,1.0000,0.9924,0.9965,0.9883,1.0000,1.0000,1.0000,1.0000,1.0000,0.9956,0.1022,0.1386,0.0657,1.0000,0.0000,0.0000,0.0000,1.0000
17:22:08.0797,0.8000,0.8228,0.8427,0.8617,0.8238,0.9023,0.6382,0.6701,0.6062,0.8859,0.8872,0.9023,0.8722,0.9072,0.4492,0.5023,0.3961,0.9287,0.0000,0.0000,0.0000,0.9773,1.0000,0.9924,0.9965,0.9883,1.0000,1.0000,1.0000,1.0000,1.0000,0.9956,0.1022,0.1386,0.0657,1.0000,0.0000,0.0000,0.0000,1.0000
17:22:09.0856,0.8000,0.8228,0.8427,0.8617,0.8238,0.9023,0.6382,0.6701,0.6062,0.8859,0.8872,0.9023,0.8722,0.9072,0.4492,0.5023,0.3961,0.9287,0.0000,0.0000,0.0000,0.9773,1.0000,0.9924,0.9965,0.9883,1.0000,1.0000,1.0000,1.0000,1.0000,0.9956,0.1016,0.1378,0.0654,1.0000,0.0000,0.0000,0.0000,1.0000
17:22:10.0827,0.7999,0.8228,0.8427,0.8617,0.8238,0.9023,0.6382,0.6701,0.6062,0.8859,0.8872,0.9023,0.8722,0.9071,0.4492,0.5023,0.3961,0.9287,0.0000,0.0000,0.0000,0.9773,1.0000,0.9924,0.9965,0.9883,1.0000,1.0000,1.0000,1.0000,1.0000,0.9956,0.1016,0.1378,0.0654,1.0000,0.0000,0.0000,0.0000,1.0000
17:22:11.0828,0.8001,0.8228,0.8427,0.8617,0.8238,0.9023,0.6382,0.6701,0.6062,0.8859,0.8874,0.9024,0.8724,0.9074,0.4492,0.5023,0.3961,0.9287,0.0000,0.0000,0.0000,0.9773,1.0000,0.9924,0.9966,0.9883,1.0000,1.0000,1.0000,1.0000,1.0000,0.9956,0.1016,0.1378,0.0654,1.0000,0.0000,0.0000,0.0000,1.0000
17:22:12.0831,0.8003,0.8228,0.8431,0.8620,0.8241,0.9025,0.6371,0.6691,0.6052,0.8859,0.8874,0.9024,0.8724,0.9074,0.4492,0.5023,0.3961,0.9287,0.0000,0.0000,0.0000,0.9773,1.0000,0.9924,0.9966,0.9883,1.0000,1.0000,1.0000,1.0000,1.0000,0.9956,0.1016,0.1378,0.0654,1.0000,0.0000,0.0000,0.0000,1.0000
17:22:13.0829,0.8003,0.8230,0.8431,0.8620,0.8241,0.9025,0.6377,0.6696,0.6058,0.8862,0.8874,0.9024,0.8724,0.9074,0.4515,0.5045,0.3985,0.9287,0.0000,0.0000,0.0000,0.9773,1.0000,0.9924,0.9966,0.9883,1.0000,1.0000,1.0000,1.0000,1.0000,0.9956,0.1016,0.1378,0.0654,1.0000,0.0000,0.0000,0.0000,1.0000
17:22:14.0851,0.8003,0.8230,0.8431,0.8620,0.8241,0.9025,0.6377,0.6696,0.6058,0.8862,0.8874,0.9024,0.8724,0.9074,0.4515,0.5045,0.3985,0.9287,0.0000,0.0000,0.0000,0.9773,1.0000,0.9924,0.9966,0.9883,1.0000,1.0000,1.0000,1.0000,1.0000,0.9956,0.1016,0.1378,0.0654,1.0000,0.0000,0.0000,0.0000,1.0000
17:22:15.0851,0.8007,0.8230,0.8431,0.8620,0.8241,0.9025,0.6377,0.6696,0.6058,0.8862,0.8874,0.9024,0.8724,0.9074,0.4515,0.5045,0.3985,0.9287,0.0000,0.0000,0.0000,0.9778,1.0000,0.9924,0.9966,0.9883,1.0000,1.0000,1.0000,1.0000,1.0000,0.9956,0.1016,0.1378,0.0654,1.0000,0.0000,0.0000,0.0000,1.0000
17:22:16.0862,0.8007,0.8230,0.8431,0.8620,0.8241,0.9025,0.6377,0.6696,0.6058,0.8862,0.8874,0.9024,0.8724,0.9074,0.4538,0.5067,0.4009,0.9287,0.0000,0.0000,0.0000,0.9778,1.0000,0.9924,0.9966,0.9883,1.0000,1.0000,1.0000,1.0000,1.0000,0.9956,0.1016,0.1378,0.0654,1.0000,0.0000,0.0000,0.0000,1.0000
17:22:17.0870,0.8007,0.8231,0.8431,0.8620,0.8241,0.9025,0.6367,0.6686,0.6048,0.8863,0.8874,0.9024,0.8724,0.9074,0.4538,0.5067,0.4009,0.9287,0.0000,0.0000,0.0000,0.9778,1.0000,0.9924,0.9966,0.9883,1.0000,1.0000,1.0000,1.0000,1.0000,0.9956,0.1016,0.1378,0.0654,1.0000,0.0000,0.0000,0.0000,1.0000
17:22:18.0897,0.8007,0.8232,0.8431,0.8620,0.8241,0.9025,0.6367,0.6686,0.6048,0.8864,0.8874,0.9024,0.8724,0.9074,0.4538,0.5067,0.4009,0.9279,0.0000,0.0000,0.0000,0.9778,1.0000,0.9924,0.9966,0.9883,1.0000,1.0000,1.0000,1.0000,1.0000,0.9956,0.1011,0.1371,0.0650,1.0000,0.0000,0.0000,0.0000,1.0000
17:22:19.0923,0.8007,0.8225,0.8431,0.8620,0.8241,0.9025,0.6367,0.6686,0.6048,0.8864,0.8874,0.9024,0.8724,0.9076,0.4538,0.5067,0.4009,0.9279,0.0000,0.0000,0.0000,0.9778,1.0000,0.9924,0.9966,0.9883,1.0000,1.0000,1.0000,1.0000,1.0000,0.9956,0.1005,0.1364,0.0647,1.0000,0.0000,0.0000,0.0000,1.0000
17:22:20.0927,0.8009,0.8219,0.8431,0.8620,0.8241,0.9025,0.6356,0.6675,0.6037,0.8865,0.8876,0.9026,0.8726,0.9076,0.4561,0.5089,0.4032,0.9275,0.0000,0.0000,0.0000,0.9778,1.0000,0.9924,0.9966,0.9883,1.0000,1.0000,1.0000,1.0000,1.0000,0.9956,0.1005,0.1364,0.0647,1.0000,0.0000,0.0000,0.0000,1.0000
17:22:21.0945,0.8012,0.8223,0.8435,0.8624,0.8247,0.9028,0.6356,0.6675,0.6037,0.8866,0.8876,0.9026,0.8726,0.9076,0.4561,0.5089,0.4032,0.9275,0.0000,0.0000,0.0000,0.9778,1.0000,0.9924,0.9966,0.9883,1.0000,1.0000,1.0000,1.0000,1.0000,0.9956,0.1005,0.1364,0.0647,1.0000,0.0000,0.0000,0.0000,1.0000
17:22:22.0955,0.8006,0.8223,0.8435,0.8624,0.8247,0.9028,0.6356,0.6675,0.6037,0.8866,0.8876,0.9026,0.8726,0.9070,0.4561,0.5089,0.4032,0.9275,0.0000,0.0000,0.0000,0.9778,1.0000,0.9924,0.9966,0.9883,1.0000,1.0000,1.0000,1.0000,1.0000,0.9956,0.1000,0.1357,0.0643,1.0000,0.0000,0.0000,0.0000,1.0000
17:22:23.0990,0.8006,0.8223,0.8435,0.8624,0.8247,0.9028,0.6356,0.6675,0.6037,0.8866,0.8876,0.9026,0.8726,0.9070,0.4561,0.5089,0.4032,0.9275,0.0000,0.0000,0.0000,0.9778,1.0000,0.9924,0.9966,0.9883,1.0000,1.0000,1.0000,1.0000,1.0000,0.9956,0.1000,0.1357,0.0643,1.0000,0.0000,0.0000,0.0000,1.0000
17:22:24.1016,0.8006,0.8223,0.8435,0.8624,0.8247,0.9028,0.6356,0.6675,0.6037,0.8866,0.8876,0.9026,0.8726,0.9070,0.4561,0.5089,0.4032,0.9276,0.0000,0.0000,0.0000,0.9778,1.0000,0.9924,0.9966,0.9883,1.0000,1.0000,1.0000,1.0000,1.0000,0.9956,0.1000,0.1357,0.0643,1.0000,0.0000,0.0000,0.0000,1.0000
17:22:25.1020,0.8006,0.8224,0.8435,0.8624,0.8247,0.9028,0.6356,0.6675,0.6037,0.8866,0.8876,0.9026,0.8726,0.9070,0.4561,0.5089,0.4032,0.9276,0.0000,0.0000,0.0000,0.9778,1.0000,0.9924,0.9966,0.9883,1.0000,1.0000,1.0000,1.0000,1.0000,0.9956,0.1000,0.1357,0.0643,1.0000,0.0000,0.0000,0.0000,1.0000
17:22:26.1023,0.8006,0.8224,0.8435,0.8624,0.8247,0.9028,0.6356,0.6675,0.6037,0.8866,0.8868,0.9019,0.8718,0.9070,0.4561,0.5089,0.4032,0.9276,0.0000,0.0000,0.0000,0.9778,1.0000,0.9924,0.9966,0.9883,1.0000,1.0000,1.0000,1.0000,1.0000,0.9956,0.1000,0.1357,0.0643,1.0000,0.0000,0.0000,0.0000,1.0000
17:22:27.1020,0.7995,0.8224,0.8435,0.8624,0.8247,0.9028,0.6356,0.6675,0.6037,0.8866,0.8861,0.9012,0.8710,0.9045,0.4561,0.5089,0.4032,0.9276,0.0000,0.0000,0.0000,0.9778,1.0000,0.9924,0.9966,0.9883,1.0000,1.0000,1.0000,1.0000,1.0000,0.9956,0.1000,0.1357,0.0643,1.0000,0.0000,0.0000,0.0000,1.0000
17:22:28.1048,0.7984,0.8224,0.8435,0.8624,0.8247,0.9028,0.6356,0.6675,0.6037,0.8866,0.8854,0.9005,0.8702,0.9033,0.4561,0.5089,0.4032,0.9276,0.0000,0.0000,0.0000,0.9778,1.0000,0.9924,0.9966,0.9883,1.0000,1.0000,1.0000,1.0000,1.0000,0.9956,0.1000,0.1357,0.0643,1.0000,0.0000,0.0000,0.0000,1.0000
17:22:29.1075,0.7972,0.8224,0.8435,0.8624,0.8247,0.9028,0.6346,0.6665,0.6027,0.8866,0.8846,0.8998,0.8695,0.9031,0.4561,0.5089,0.4032,0.9276,0.0000,0.0000,0.0000,0.9778,1.0000,0.9924,0.9966,0.9883,1.0000,1.0000,1.0000,1.0000,1.0000,0.9956,0.1000,0.1357,0.0643,1.0000,0.0000,0.0000,0.0000,1.0000
17:22:30.1101,0.7962,0.8217,0.8435,0.8624,0.8247,0.9028,0.6336,0.6654,0.6017,0.8858,0.8839,0.8991,0.8687,0.9022,0.4561,0.5089,0.4032,0.9276,0.0000,0.0000,0.0000,0.9778,1.0000,0.9924,0.9966,0.9883,1.0000,1.0000,1.0000,1.0000,1.0000,0.9956,0.1000,0.1357,0.0643,1.0000,0.0000,0.0000,0.0000,1.0000
17:22:31.1092,0.7969,0.8210,0.8435,0.8624,0.8247,0.9028,0.6336,0.6654,0.6017,0.8850,0.8844,0.8995,0.8692,0.9027,0.4561,0.5089,0.4032,0.9277,0.0000,0.0000,0.0000,0.9778,1.0000,0.9925,0.9966,0.9884,1.0000,1.0000,1.0000,1.0000,1.0000,0.9956,0.1000,0.1357,0.0643,1.0000,0.0000,0.0000,0.0000,1.0000
17:22:32.1099,0.7969,0.8212,0.8435,0.8624,0.8247,0.9028,0.6353,0.6671,0.6036,0.8853,0.8844,0.8995,0.8692,0.9027,0.4561,0.5089,0.4032,0.9277,0.0000,0.0000,0.0000,0.9778,1.0000,0.9925,0.9966,0.9884,1.0000,1.0000,1.0000,1.0000,1.0000,0.9956,0.1000,0.1357,0.0643,1.0000,0.0000,0.0000,0.0000,1.0000
17:22:33.1095,0.7969,0.8212,0.8435,0.8624,0.8247,0.9028,0.6353,0.6671,0.6036,0.8853,0.8844,0.8995,0.8692,0.9027,0.4561,0.5089,0.4032,0.9277,0.0000,0.0000,0.0000,0.9778,1.0000,0.9925,0.9966,0.9884,1.0000,1.0000,1.0000,1.0000,1.0000,0.9956,0.1000,0.1357,0.0643,1.0000,0.0000,0.0000,0.0000,1.0000
17:22:34.1101,0.7970,0.8212,0.8435,0.8624,0.8247,0.9028,0.6353,0.6671,0.6036,0.8853,0.8844,0.8995,0.8692,0.9024,0.4542,0.5069,0.4015,0.9277,0.0000,0.0000,0.0000,0.9783,1.0000,0.9925,0.9966,0.9884,1.0000,1.0000,1.0000,1.0000,1.0000,0.9956,0.1000,0.1357,0.0643,1.0000,0.0000,0.0000,0.0000,1.0000
