09:26:36.7877,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000
09:26:37.7909,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000
09:26:38.7909,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000
09:26:39.7910,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000
09:26:40.7936,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000
09:26:41.7960,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000
09:26:42.7972,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000
09:26:43.7977,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000
09:26:44.7975,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000
09:26:45.7977,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000
09:26:46.7985,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000
09:26:47.7995,0.9920,1.0000,0.9789,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000
09:26:48.7996,0.9926,1.0000,0.9806,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000
09:26:49.8002,0.9864,1.0000,0.9707,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000
09:26:50.8004,0.9810,0.9988,0.9632,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000
09:26:51.8004,0.9819,0.9989,0.9650,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000
09:26:52.8022,0.9829,0.9989,0.9668,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000
09:26:53.8026,0.9474,1.0000,0.8634,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000
09:26:54.8061,0.8636,0.9836,0.7436,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000
09:26:55.8084,0.8696,0.9847,0.7544,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000
