09:26:36.7869,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000
09:26:37.7909,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000
09:26:38.7909,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000
09:26:39.7909,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000
09:26:40.7936,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000
09:26:41.7959,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000
09:26:42.7970,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000
09:26:43.7974,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000
09:26:44.7972,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000
09:26:45.7972,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000
09:26:46.7985,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000
09:26:47.7995,0.9920,1.0000,0.9789,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000
09:26:48.7995,0.9926,1.0000,0.9806,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000
09:26:49.8001,0.9864,1.0000,0.9707,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000
09:26:50.8003,0.9810,0.9988,0.9632,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000
09:26:51.8004,0.9819,0.9989,0.9650,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000
09:26:52.8021,0.9829,0.9989,0.9668,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000
09:26:53.8021,0.9474,1.0000,0.8634,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000
09:26:54.8052,0.8636,0.9836,0.7436,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000
09:26:55.8082,0.8696,0.9847,0.7544,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000
09:26:56.8083,0.8696,0.9847,0.7544,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000
09:26:57.8083,0.8750,0.9857,0.7643,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000
09:26:58.8115,0.8800,0.9866,0.7734,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000
09:26:59.8121,0.8889,0.9881,0.7897,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000
09:27:00.8121,0.8667,0.9685,0.7649,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000
09:27:01.8121,0.8667,0.9685,0.7649,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000
09:27:02.8121,0.8710,0.9697,0.7722,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000
09:27:03.8155,0.8438,0.9490,0.7385,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000
09:27:04.8178,0.8485,0.9508,0.7461,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000
09:27:05.8178,0.8333,0.9352,0.7315,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000
09:27:06.8183,0.8333,0.9352,0.7315,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000
09:27:07.8184,0.8462,0.9409,0.7514,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000
09:27:08.8200,0.8462,0.9409,0.7514,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000
09:27:09.8231,0.8140,0.9113,0.7166,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000
09:27:10.8236,0.8222,0.9157,0.7288,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000
09:27:11.8236,0.8222,0.9157,0.7288,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000
09:27:12.8246,0.8222,0.9157,0.7288,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000
09:27:13.8273,0.8261,0.9177,0.7344,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000
09:27:14.8273,0.8298,0.9197,0.7399,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000
09:27:15.8276,0.8367,0.9233,0.7501,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000
09:27:16.8276,0.8400,0.9250,0.7550,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000
09:27:17.8277,0.8491,0.9297,0.7684,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000
09:27:18.8277,0.8519,0.9311,0.7726,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000
09:27:19.8298,0.8545,0.9325,0.7766,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000
09:27:20.8298,0.8421,0.9213,0.7629,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000
09:27:21.8329,0.8475,0.9242,0.7707,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000
09:27:22.8332,0.8475,0.9242,0.7707,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000
09:27:23.8353,0.8475,0.9242,0.7707,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000
09:27:24.8374,0.8500,0.9256,0.7744,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000
09:27:25.8386,0.8500,0.9256,0.7744,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000
09:27:26.8395,0.8525,0.9269,0.7780,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000
09:27:27.8395,0.8438,0.9182,0.7693,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000
09:27:28.8424,0.8462,0.9195,0.7728,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000
09:27:29.8424,0.8507,0.9221,0.7794,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000
09:27:30.8435,0.8529,0.9234,0.7825,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000
09:27:31.8463,0.8529,0.9234,0.7825,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000
09:27:32.8463,0.8592,0.9269,0.7914,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000
09:27:33.8465,0.8493,0.9180,0.7806,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000
09:27:34.8499,0.8421,0.9107,0.7735,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000
09:27:35.8539,0.8421,0.9107,0.7735,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000
09:27:36.8572,0.8442,0.9119,0.7764,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000
09:27:37.8605,0.8462,0.9132,0.7792,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000
